Submitted Data,Passed Quality Assurance Check,Residents Total Admissions COVID-19,Residents Total Confirmed COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Staff Total Confirmed COVID-19,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Number of Residents with New Influenza,Number of Residents with Acute Respiratory Illness Symptoms Excluding COVID-19 and/or Influenza,During Past Two Weeks Average Time to Receive COVID-19 Test Results from Non-Point-of-Care Tests,Number of Staff and/or Personnel with a New Positive COVID-19 Test Result,Number of Staff and/or Personnel with Acute Respiratory Illness Symptoms Excluding COVID-19 and/or Influenza,Alcohol-Based Hand Rub (ABHR) Available,N95 Respirator Strategy for Optimization,Face Masks Strategy for Optimization,Eye Protection Strategy for Optimization,Gowns Strategy for Optimization,Gloves Strategy for Optimization,
Y,Y,3,46,16,6,61,53,Y,Y,2,26,29,0,N,N,Y,N,867.92,113.21,13.04,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,43,111,68,18,190,158,Y,Y,NA,NA,58,0,N,N,N,N,702.53,113.92,16.22,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,51,22,2,78,69,Y,Y,0,2,61,1,N,N,N,N,739.13,28.99,3.92,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,50,25,18,119,63,Y,Y,0,63,56,1,Y,N,Y,N,793.65,285.71,36,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,19,10,29,5,148,130,Y,Y,5,117,20,1,N,N,N,N,76.92,38.46,50,0,2,<1 DAY,0,0,Y,CRISIS,CRISIS,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,36,13,5,50,43,Y,Y,124,112,39,0,N,N,N,N,837.21,116.28,13.89,0,0,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,105,59,21,164,120,Y,Y,126,85,54,0,N,N,N,N,875,175,20,0,0,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,40,60,60,91,54,Y,Y,NA,NA,43,0,Y,N,Y,Y,740.74,1111.11,150,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,42,18,0,95,86,Y,Y,0,22,95,0,N,N,N,N,488.37,0,0,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,158,167,44,33,135,113,Y,Y,112,72,69,1,Y,N,Y,N,1477.88,292.04,19.76,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,48,25,5,111,72,Y,Y,0,3,75,0,N,N,N,N,666.67,69.44,10.42,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,30,118,60,0,183,131,Y,Y,5,53,65,0,N,N,N,N,900.76,0,0,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,59,56,23,5,107,75,Y,Y,0,55,64,0,N,N,N,N,746.67,66.67,8.93,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,36,59,3,114,100,Y,Y,103,35,77,0,N,N,N,N,360,30,8.33,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,129,51,11,159,89,Y,Y,0,2,95,0,N,N,N,N,1449.44,123.6,8.53,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,78,27,3,100,85,Y,Y,NA,NA,51,0,N,N,N,N,917.65,35.29,3.85,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,36,96,14,0,172,111,Y,Y,0,0,67,0,N,N,N,N,864.86,0,0,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,57,107,105,18,151,130,Y,Y,0,124,140,0,N,N,N,N,823.08,138.46,16.82,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,54,14,5,69,65,Y,Y,3,72,48,1,Y,N,Y,Y,830.77,76.92,9.26,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,28,23,4,88,80,Y,Y,0,56,39,1,N,N,Y,N,350,50,14.29,0,0,NOTEST,0,0,Y,CRISIS,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,69,25,13,83,64,Y,Y,0,61,50,1,N,N,Y,N,1078.13,203.13,18.84,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,8,58,32,10,123,82,Y,Y,1,111,40,0,Y,N,Y,Y,707.32,121.95,17.24,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,20,91,21,10,129,97,Y,Y,0,9,43,0,Y,N,Y,Y,938.14,103.09,10.99,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,11,114,60,37,120,105,Y,Y,106,110,100,0,Y,N,Y,Y,1085.71,352.38,32.46,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,
Y,Y,17,40,44,7,100,73,Y,Y,0,4,31,0,N,N,N,N,547.95,95.89,17.5,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,48,95,34,13,173,120,Y,Y,167,81,60,0,Y,N,Y,Y,791.67,108.33,13.68,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,30,118,40,2,148,129,Y,Y,26,0,69,1,N,N,N,N,914.73,15.5,1.69,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,10,72,34,15,129,108,Y,Y,0,0,66,0,N,N,N,N,666.67,138.89,20.83,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,30,26,6,98,48,Y,Y,0,92,29,2,N,N,N,N,625,125,20,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,16,71,24,10,116,89,Y,Y,5,427,45,0,N,N,N,N,797.75,112.36,14.08,0,2,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,21,44,25,7,97,69,Y,Y,2,14,55,0,N,N,N,N,637.68,101.45,15.91,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,0,69,45,0,111,70,Y,Y,NA,NA,56,0,N,N,N,N,985.71,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,24,10,0,85,54,Y,Y,0,19,20,0,N,N,Y,N,444.44,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,81,45,12,101,87,Y,Y,0,63,56,0,N,N,N,N,931.03,137.93,14.81,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,81,87,59,29,182,128,Y,Y,NA,NA,54,1,N,N,N,N,679.69,226.56,33.33,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,83,15,7,198,145,Y,Y,0,75,45,0,N,N,N,N,572.41,48.28,8.43,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,107,114,30,22,132,105,Y,Y,94,29,56,0,N,N,N,N,1085.71,209.52,19.3,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,100,47,5,125,92,Y,Y,16,28,68,0,N,N,N,N,1086.96,54.35,5,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,20,56,32,20,87,86,Y,Y,0,44,57,0,N,N,N,N,651.16,232.56,35.71,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,36,25,8,71,52,Y,Y,21,49,14,0,N,N,N,N,692.31,153.85,22.22,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,11,40,38,13,96,75,Y,Y,5,157,68,0,Y,N,N,N,533.33,173.33,32.5,0,1,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,16,56,17,2,170,79,Y,Y,0,36,40,0,Y,N,N,N,708.86,25.32,3.57,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,18,88,88,23,170,125,Y,Y,15,115,124,0,Y,N,Y,N,704,184,26.14,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,37,87,27,17,117,96,Y,Y,NA,NA,75,0,N,N,N,N,906.25,177.08,19.54,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,65,34,7,122,89,Y,Y,3,122,83,0,N,N,N,N,730.34,78.65,10.77,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,8,138,70,46,148,111,Y,Y,0,97,144,0,N,N,N,N,1243.24,414.41,33.33,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,96,36,20,123,88,Y,Y,0,78,81,1,Y,N,Y,Y,1090.91,227.27,20.83,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,17,41,36,5,97,43,Y,Y,6,298,61,0,N,N,N,N,953.49,116.28,12.2,0,4,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,67,13,3,71,58,Y,Y,0,0,68,1,Y,N,Y,Y,1155.17,51.72,4.48,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CRISIS,CONVENTIONAL,
Y,Y,17,120,54,22,120,105,Y,Y,11,72,104,2,N,N,N,N,1142.86,209.52,18.33,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,15,51,76,11,149,133,Y,Y,0,118,53,0,Y,N,Y,N,383.46,82.71,21.57,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,233,131,24,8,234,183,Y,Y,3,300,102,2,N,N,N,N,715.85,43.72,6.11,0,1,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,31,112,67,15,159,140,Y,Y,3,314,121,0,N,N,N,N,800,107.14,13.39,1,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,18,50,19,9,120,60,Y,Y,1,41,28,0,Y,N,Y,Y,833.33,150,18,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,29,65,37,9,110,80,Y,Y,0,86,29,0,N,N,N,N,812.5,112.5,13.85,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,32,39,43,9,79,59,Y,Y,0,45,44,1,Y,N,Y,Y,661.02,152.54,23.08,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,29,14,3,75,56,Y,Y,0,0,69,0,N,N,N,N,517.86,53.57,10.34,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,62,110,121,26,147,122,Y,Y,NA,NA,97,0,N,N,N,N,901.64,213.11,23.64,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,60,37,10,123,90,Y,Y,0,99,53,0,N,N,N,N,666.67,111.11,16.67,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,27,55,34,10,124,84,Y,Y,0,95,40,0,N,N,N,N,654.76,119.05,18.18,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,10,133,67,30,166,136,Y,Y,0,34,99,0,N,N,N,N,977.94,220.59,22.56,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,164,99,50,143,127,Y,Y,0,28,143,0,N,N,N,N,1291.34,393.7,30.49,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,17,46,27,6,75,57,Y,Y,0,9,32,1,N,N,N,N,807.02,105.26,13.04,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,18,35,15,12,72,35,Y,Y,35,40,20,0,Y,N,Y,N,1000,342.86,34.29,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,64,48,8,74,62,Y,Y,1,52,36,0,N,N,N,N,1032.26,129.03,12.5,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,88,114,49,22,168,117,N,N,0,140,72,1,N,N,N,N,974.36,188.03,19.3,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,66,23,2,91,82,Y,Y,52,76,38,0,N,N,N,N,804.88,24.39,3.03,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,72,31,13,172,123,Y,Y,0,0,83,0,N,N,N,N,585.37,105.69,18.06,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,113,61,13,141,111,Y,Y,2,99,67,0,N,N,N,N,1018.02,117.12,11.5,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,108,46,7,190,165,Y,Y,NA,NA,100,2,N,N,N,N,654.55,42.42,6.48,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,48,45,0,68,53,Y,Y,NA,NA,51,0,N,N,N,N,905.66,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,56,49,2,91,67,N,N,2,18,34,0,N,N,N,N,835.82,29.85,3.57,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,44,86,47,24,94,69,Y,Y,0,17,62,0,Y,N,Y,N,1246.38,347.83,27.91,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,10,19,0,68,63,Y,Y,4,28,12,0,N,N,N,N,158.73,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,47,85,86,22,225,111,Y,Y,0,97,78,0,Y,N,Y,N,765.77,198.2,25.88,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,59,42,19,118,74,Y,Y,2,12,47,0,N,N,N,N,797.3,256.76,32.2,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,38,38,11,91,72,Y,Y,1,97,27,0,N,N,N,N,527.78,152.78,28.95,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,27,87,69,23,168,102,Y,Y,0,62,56,0,N,N,N,N,852.94,225.49,26.44,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,21,58,51,12,85,66,Y,Y,16,75,49,0,Y,Y,Y,Y,878.79,181.82,20.69,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,15,1,16,1,69,52,Y,Y,0,43,7,0,Y,N,Y,Y,19.23,19.23,100,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,123,61,11,176,152,Y,Y,23,77,71,0,Y,N,Y,Y,809.21,72.37,8.94,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,23,96,73,22,185,136,Y,Y,NA,NA,122,0,Y,N,Y,Y,705.88,161.76,22.92,0,2,<1 DAY,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,27,21,2,90,53,Y,Y,0,55,19,0,N,N,N,N,509.43,37.74,7.41,0,0,1-2 DAYS,0,0,Y,CRISIS,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
